user_id,item_id,answer,prediction
264,131,1,1.13899
385,127,1,1.10059
385,118,1,1.08101
385,119,1,1.08954
1008,126,1,1.15366
1008,127,1,1.13709
265,154,1,1.2864
265,441,1,1.4429
265,148,1,1.59059
265,127,1,1.15928
265,129,2,1.13586
265,131,2,1.12908
266,182,1,1.22013
266,161,1,1.2369
266,172,1,1.21582
266,131,2,1.05785
266,342,2,1.24616
266,244,2,1.31579
266,321,1,1.28149
266,475,1,1.18117
266,541,1,1.27777
266,564,1,1.22022
266,542,1,1.20284
266,620,1,2.7013
266,126,1,1.26824
266,127,3,1.09075
266,325,2,1.22052
266,205,1,1.25848
266,579,1,1.29649
266,547,1,1.26176
266,558,1,1.3381
266,119,1,1.09936
266,319,1,1.21759
266,517,1,1.22527
387,231,1,1.12117
1006,126,1,1.10137
1006,127,1,1.113
388,231,1,1.08673
268,154,1,1.0448
268,127,1,1.09729
268,547,1,1.14373
268,624,1,1.14257
268,161,1,1.10056
268,163,1,1.11103
389,231,1,1.15021
1003,620,1,1.43161
820,808,1,1.04564
820,670,2,1.2133
820,131,2,1.37995
820,692,1,1.06108
820,673,1,1.19538
820,951,1,1.16844
820,799,1,1.2558
820,118,1,1.34108
820,119,1,1.17934
820,933,1,1.12668
820,817,1,1.35835
820,917,1,1.15145
820,939,1,1.78279
820,880,2,1.37298
820,882,1,1.10954
820,620,9,2.0428
820,126,1,1.67442
820,940,1,1.16094
820,942,1,1.13108
820,921,1,1.26139
820,943,3,1.21809
820,867,1,1.29832
820,922,1,1.16338
820,803,1,1.11591
820,925,1,1.23734
820,926,1,1.16148
700,620,3,1.37941
700,746,1,1.25067
821,670,1,1.74233
821,131,2,1.45739
821,692,1,1.08219
821,880,2,1.49407
821,882,1,1.14198
821,673,1,1.05831
821,620,8,2.0201
821,841,1,1.28595
821,951,1,1.08089
821,810,1,1.27651
821,118,1,1.16578
821,119,1,1.12626
821,922,1,1.04626
821,955,1,1.1179
821,803,1,1.04552
822,620,1,1.43524
822,670,1,3.29565
702,620,2,1.46265
823,907,1,1.40769
823,870,1,1.24165
823,872,1,1.14585
823,951,1,1.24909
823,876,1,1.32497
823,877,1,1.23699
823,118,2,1.24973
823,119,2,1.41466
823,878,1,1.2455
823,879,1,1.3713
823,916,1,1.25796
823,917,1,1.21773
823,880,3,1.40626
823,882,1,1.35487
823,883,1,1.30973
823,884,1,1.34399
823,126,4,1.18319
823,885,1,1.27487
823,887,1,1.22787
823,889,1,1.26039
823,922,1,1.1988
823,803,1,1.19294
823,926,1,1.25882
823,808,1,1.26266
823,131,3,1.35806
823,692,1,1.2106
823,890,1,1.18488
823,891,1,1.2135
823,132,1,1.28273
823,892,1,1.15928
823,894,1,1.33508
823,653,2,1.44827
823,897,1,1.24644
823,898,1,1.23404
823,931,1,1.35635
823,933,1,1.30522
823,858,1,1.30671
823,938,2,1.29473
823,939,3,1.3023
823,620,7,2.1447
823,742,2,1.22787
823,940,1,1.18729
823,942,1,1.2628
823,867,1,1.61411
823,868,1,1.329
823,901,1,1.28119
823,945,1,1.37216
823,902,2,1.40202
823,904,1,1.40445
823,905,1,1.38583
823,906,1,1.19401
824,907,2,1.12626
824,908,1,1.25485
824,131,2,1.42045
824,890,1,1.1858
824,891,1,1.36273
824,870,1,1.24778
824,892,1,1.26226
824,673,1,1.23739
824,872,1,1.18428
824,894,1,1.21873
824,873,1,1.21886
824,895,1,1.23834
824,897,1,1.23341
824,898,1,1.18066
824,877,1,1.37451
824,118,2,1.16676
824,899,1,1.41036
824,878,1,1.37351
824,119,1,1.1513
824,880,1,1.4175
824,882,2,1.30125
824,883,1,1.1984
824,620,7,2.00965
824,126,1,1.37797
824,742,2,1.49646
824,942,1,1.31284
824,646,1,1.8949
824,867,5,1.16729
824,803,1,1.20264
824,904,1,1.41048
824,926,1,1.24878
824,905,1,1.3204
824,906,1,1.30536
825,620,2,1.60091
825,922,1,1.14008
825,858,1,1.26712
825,815,1,1.14956
706,620,1,1.64655
707,670,2,4.84001
709,778,1,1.12196
271,127,1,1.15306
271,172,1,1.16825
272,127,1,1.14745
393,231,1,1.1098
273,127,1,1.10144
273,325,1,1.1655
394,242,1,1.10186
394,239,1,1.18569
274,154,1,1.11469
274,127,1,1.10482
395,242,3,1.31025
275,172,1,1.21865
396,242,1,1.36982
276,172,1,1.19928
397,198,1,1.16636
397,242,1,1.48354
277,118,1,1.10376
277,131,1,1.17559
398,242,3,1.58318
398,239,4,1.57799
278,127,1,1.10817
399,242,2,1.14361
1014,126,1,1.11529
1014,127,1,1.08281
710,778,1,1.18288
1013,126,1,1.09333
1013,127,1,1.10945
1013,131,1,1.12056
712,778,1,1.21669
281,187,1,1.31046
281,127,1,1.1186
281,116,1,1.12042
282,223,1,1.27191
282,127,1,1.18245
282,116,1,1.10361
282,118,1,1.09116
283,131,1,1.14037
284,118,1,1.11175
285,116,1,1.10614
286,127,1,1.13429
287,342,1,1.17152
287,325,1,1.20218
288,127,1,1.11797
289,416,1,1.25507
603,126,1,1.11823
727,620,1,1.50017
728,620,1,1.61094
729,620,1,1.51482
290,802,1,1.21321
291,198,1,1.12138
291,127,1,1.10636
292,118,1,1.07877
292,131,1,1.11563
294,211,2,1.40387
294,127,2,1.12273
294,216,1,1.2342
294,118,1,1.31761
294,209,1,1.21194
294,131,2,1.21038
295,156,1,1.22235
296,118,1,1.11917
296,131,1,1.14141
297,127,1,1.07246
297,116,1,1.12906
297,118,1,1.0954
297,229,1,1.17654
297,131,1,1.17697
298,209,1,1.13733
299,127,1,1.1337
299,216,2,1.15511
299,173,2,1.15056
299,131,1,1.15111
971,955,1,1.22467
730,620,1,1.54363
972,955,1,1.28523
610,126,1,1.21986
731,620,1,1.52283
852,808,1,1.12257
852,809,1,1.15463
852,859,1,1.13917
852,807,1,1.12121
974,958,1,1.46763
733,620,1,1.46481
613,126,1,1.1176
734,620,1,1.54419
617,126,1,1.07656
738,620,1,1.90609
859,131,1,1.16321
618,689,1,1.15941
739,620,1,1.80176
619,673,1,1.11657
619,620,1,1.90743
860,131,1,1.16149
740,620,1,1.46455
740,746,1,1.22392
620,673,2,1.09644
620,620,1,1.487
500,509,1,1.20418
621,907,1,1.22346
621,908,1,1.19655
621,620,4,1.81934
621,126,1,1.25319
621,670,1,2.44694
621,131,2,1.22598
863,126,1,1.12378
863,131,1,1.11404
743,620,1,1.6945
502,509,1,1.16601
865,131,1,1.15368
503,509,1,1.21008
745,620,1,1.54225
745,846,1,1.21292
868,126,1,1.17101
869,675,1,1.24418
628,620,1,1.26637
749,646,1,1.43551
509,509,1,1.08514
870,675,1,1.2152
870,848,1,1.15228
630,620,1,1.50468
631,620,1,1.38764
631,131,1,1.0766
632,620,2,1.40242
875,907,1,1.04356
875,894,1,1.14008
875,620,2,1.50827
875,895,1,1.19357
875,858,1,1.21485
875,131,2,1.11164
875,670,1,2.11398
875,692,1,1.11668
513,575,1,1.34366
513,344,2,1.27057
513,620,2,1.72181
513,555,1,1.18225
513,578,2,1.22451
513,579,1,1.2041
513,119,2,1.10992
513,582,1,1.48636
514,126,1,1.10894
515,126,1,1.14921
636,126,1,1.11522
516,573,1,1.16276
516,575,1,1.09557
516,565,1,1.16279
516,620,2,1.20187
516,555,1,1.09803
516,646,1,2.42623
516,119,1,1.13772
516,559,2,1.07401
516,131,1,1.16629
516,670,4,1.19467
637,555,1,1.12384
637,657,1,1.15124
637,646,1,1.53326
637,119,1,1.12699
637,670,4,1.59201
517,907,1,1.15158
517,620,1,1.47943
517,126,1,1.13338
638,131,1,1.14779
638,660,2,1.17258
638,671,1,1.16619
638,694,1,1.1073
638,651,2,1.55446
638,652,1,1.16247
638,696,1,1.15716
638,620,2,1.29606
638,126,2,1.06966
638,555,1,1.07167
638,688,1,1.09355
638,689,1,1.11915
638,712,1,1.13449
638,647,1,1.22386
638,702,1,1.1504
638,713,1,1.15348
638,714,1,1.17208
638,737,1,1.22465
638,706,2,1.21625
638,707,1,1.18746
638,708,2,1.11687
639,131,1,1.09772
639,660,2,1.22502
639,671,1,1.24673
639,694,1,1.16908
639,651,11,1.4836
639,652,1,1.26932
639,674,1,1.11258
639,620,1,1.6098
639,126,1,1.45945
639,646,1,8.2811
639,712,2,1.10153
639,647,1,1.22839
639,713,2,1.18602
639,714,1,1.18022
639,707,1,1.21354
640,131,1,1.15973
640,660,1,1.8713
640,671,1,1.08996
640,651,13,1.5791
640,674,1,1.19518
640,126,2,1.05789
640,720,1,1.17776
640,688,1,1.22619
640,721,1,1.19499
640,689,1,1.23931
640,647,1,1.29286
640,706,2,1.24683
640,708,1,1.8478
520,602,1,1.29335
641,131,1,1.0884
641,694,1,1.09648
641,651,6,2.4741
641,674,1,1.22259
641,620,1,1.55529
641,676,2,1.26613
641,698,2,1.21127
641,126,1,1.24263
641,720,1,1.15556
641,666,1,1.1826
641,677,1,1.25293
641,688,1,1.16503
641,721,1,1.28826
641,689,1,1.1864
641,668,1,1.20315
641,712,1,1.29904
641,713,1,1.2381
641,714,1,1.17051
641,737,2,1.2992
641,706,2,1.3812
641,717,1,1.13562
641,707,1,1.13529
641,708,3,1.12383
400,242,1,1.29699
642,131,1,1.09617
642,660,2,1.12854
642,671,1,1.07856
642,694,1,1.07046
642,651,5,1.53145
642,652,1,1.08948
642,126,1,1.10388
642,720,1,1.06921
642,688,1,1.0477
642,721,1,1.09994
642,689,1,1.10177
642,712,1,1.23605
642,647,1,1.20338
642,713,1,1.14059
642,714,1,1.14929
642,705,2,1.17954
642,706,1,1.29559
642,717,1,1.14347
642,707,1,1.20747
642,708,1,1.39227
643,342,1,1.19369
643,620,3,1.95085
643,126,1,1.21004
643,555,1,1.45508
643,119,1,1.17779
643,271,1,1.09456
643,131,2,1.17172
402,119,1,1.15556
644,674,2,1.17213
644,126,1,1.16128
644,720,1,1.17366
644,688,1,1.16264
644,721,1,1.21027
644,689,1,1.12794
644,712,1,1.09388
644,713,1,1.15757
644,707,2,1.17292
765,126,1,1.18843
645,666,1,1.27849
645,668,1,1.21244
645,706,2,1.32395
645,717,1,1.17341
645,708,2,1.33846
646,712,1,1.13034
646,713,1,1.08263
646,714,1,1.11342
646,707,1,1.14832
526,620,1,1.41943
647,694,1,1.2118
647,647,1,1.19804
768,736,1,1.18637
648,674,1,1.17564
648,706,1,1.15711
648,717,1,1.08729
648,708,1,1.10564
769,736,1,1.14445
649,707,1,1.14259
408,251,1,1.22277
409,251,1,1.3388
890,670,2,4.61776
770,736,2,1.11833
650,720,1,1.18225
650,721,1,1.15086
771,736,1,1.13271
651,660,1,1.30232
651,671,1,1.11952
651,694,1,1.15242
651,652,1,1.04997
651,647,2,1.06559
651,706,1,1.20972
651,717,1,1.1423
651,708,1,1.11542
772,602,1,1.29208
772,736,1,1.15084
893,620,1,1.64646
893,921,1,1.19206
893,922,1,1.15428
893,933,1,1.18117
410,264,1,1.30667
652,712,2,1.22042
652,713,2,1.21442
774,462,1,1.20128
774,761,2,1.12201
774,762,1,1.26644
774,620,1,1.74691
774,763,1,1.2275
774,767,1,1.42251
774,768,1,1.31513
774,759,1,1.34987
774,251,4,1.12761
774,131,1,1.16812
412,264,1,1.26674
412,251,1,1.17361
655,712,1,1.21901
655,713,1,1.12735
655,706,1,1.12546
655,717,1,1.14224
655,708,1,1.217
656,707,1,1.26418
657,666,1,1.12159
657,688,1,1.10071
657,689,1,1.13408
657,668,1,1.15747
416,487,1,1.09108
416,488,1,1.08757
416,126,1,1.0571
416,127,1,1.1329
416,251,1,1.34618
416,471,1,1.12303
417,487,1,1.08644
417,488,1,1.09317
417,126,1,1.09885
417,471,1,1.19031
538,620,2,1.37568
659,620,1,1.36826
418,907,1,1.09178
418,908,1,1.12824
418,271,1,1.12014
418,670,5,1.42678
418,562,1,1.05881
418,892,1,1.13244
418,244,2,1.18708
418,156,1,1.18445
418,564,1,1.21915
418,344,1,1.2055
418,894,1,1.07786
418,345,1,1.15658
418,620,3,1.3409
418,555,2,1.09403
418,566,1,1.19612
418,578,1,1.22904
418,897,1,1.34738
418,579,1,1.131
418,559,1,1.2779
418,119,1,1.10247
781,620,2,1.47827
661,686,1,1.31009
782,907,1,1.09346
782,620,1,1.45031
782,898,1,1.18564
782,858,1,1.25548
782,131,1,1.07486
662,666,1,1.1231
662,668,1,1.12638
662,647,1,1.13811
662,707,1,1.07569
783,907,1,1.22147
783,872,1,1.17458
783,620,2,1.48573
783,873,1,1.15951
783,877,1,1.11847
783,670,3,2.25952
300,220,1,1.24981
300,211,1,1.39437
300,127,1,1.06153
300,118,1,1.06874
300,131,1,1.11131
421,242,1,1.43637
421,462,1,1.23726
421,488,1,1.15348
421,126,1,1.11679
421,251,2,1.16655
784,620,2,1.48008
301,127,1,1.13476
301,118,1,1.13191
301,209,1,1.18712
422,462,1,1.10857
422,487,1,1.08007
422,488,1,1.14231
422,126,1,1.09426
422,319,1,1.09477
664,126,1,1.11851
664,706,1,1.17899
664,717,1,1.10797
664,708,1,1.22774
785,891,1,1.111
785,907,1,1.1052
785,892,1,1.11037
785,126,1,1.07591
785,897,1,1.09334
785,692,1,1.09981
302,198,1,1.22743
302,211,4,1.09808
302,201,1,1.50643
302,202,1,1.48993
302,127,1,1.15411
302,209,1,1.20174
302,131,1,1.1287
423,198,1,1.09187
423,487,1,1.12943
423,488,1,1.11854
423,131,1,1.1115
665,712,2,1.09976
665,713,1,1.24104
786,251,1,1.25363
786,670,152,1.29822
786,131,1,1.28295
786,851,1,4.80701
786,653,1,6.48037
786,830,2,7.28131
786,852,1,5.46551
786,853,9,3.6504
786,832,1,4.72534
786,854,1,3.9869
786,833,2,3.57484
786,855,1,3.89365
786,834,1,2.96625
786,856,2,5.11834
786,119,1,5.44247
786,736,2,2.25173
786,835,1,4.70267
786,836,1,4.35916
786,837,1,5.57524
786,838,1,5.67458
786,839,1,5.7279
786,819,3,7.61875
786,462,1,3.25833
786,761,1,4.24065
786,861,1,5.4131
786,840,1,5.38535
786,862,1,6.28156
786,620,1,1.6109
786,126,4,2.06098
786,863,1,6.29324
786,820,2,5.37437
786,864,1,5.3065
786,843,1,5.67398
786,865,1,6.68092
786,822,1,5.35018
786,844,1,4.46285
786,866,1,5.10648
786,229,6,2.43667
786,823,3,5.68305
786,845,1,5.61776
786,824,1,6.86635
786,825,1,6.13008
786,847,1,5.60997
786,848,1,4.24668
786,827,1,6.19146
786,828,1,6.90824
786,829,1,5.94745
667,462,1,1.13635
667,126,1,1.13274
305,198,1,1.14106
305,127,1,1.10576
305,131,1,1.20107
306,116,1,1.08511
307,561,1,1.13287
307,321,1,1.21614
307,541,2,1.18661
307,576,1,1.19511
307,620,4,1.60905
307,555,2,1.09969
307,127,1,1.14871
307,558,1,1.2586
307,517,1,1.20256
307,916,1,1.4476
670,126,1,1.18478
671,126,1,1.12236
310,229,1,1.18373
311,127,1,1.11435
674,126,1,1.15782
432,673,1,1.1166
432,620,4,1.61417
433,267,1,1.23637
433,635,3,1.30136
675,126,1,1.13833
434,267,1,1.18669
434,223,1,1.22253
434,269,1,1.26837
434,118,1,1.21312
676,673,1,1.18409
676,126,1,1.20124
677,670,1,4.01621
315,229,1,1.16962
436,267,1,1.21429
678,673,1,1.16577
678,620,2,1.61155
678,118,1,1.14092
678,802,2,1.27933
437,267,1,1.17284
437,126,1,1.09253
437,119,1,1.07467
437,131,1,1.0979
679,620,1,1.68959
679,802,1,1.27042
317,229,1,1.23626
438,242,1,1.35589
438,462,1,1.10888
438,487,1,1.20773
438,488,1,1.1033
438,251,1,1.37116
439,593,1,1.3751
680,620,1,1.64143
680,126,1,1.13864
681,620,1,1.53466
440,277,1,1.17649
440,223,1,1.21795
440,190,1,1.21511
682,620,1,1.76137
682,126,1,1.17595
441,223,1,1.31249
683,620,1,1.46539
683,710,1,1.4529
562,673,1,1.16258
562,773,1,1.31907
562,620,1,1.78523
321,127,1,1.10947
684,620,1,1.30501
684,131,1,1.10753
686,736,1,1.11354
324,242,1,1.27479
687,736,1,1.13852
325,242,1,1.2608
325,127,1,1.07013
446,342,1,1.2295
326,127,1,1.11513
326,173,1,1.37069
689,126,1,1.11505
689,736,1,1.1451
327,342,1,1.10289
327,673,1,1.12923
327,620,2,1.35983
327,127,1,1.12485
327,325,1,1.131
327,815,1,1.20965
327,817,1,1.19802
327,916,3,1.23031
327,131,1,1.19782
569,131,1,1.21547
570,126,1,1.17459
570,708,1,1.3998
691,673,1,1.16794
691,620,1,1.48846
691,787,1,1.24623
691,131,1,1.16234
692,620,1,1.43874
692,126,1,1.218
693,907,1,1.19948
693,892,1,1.24321
693,894,1,1.131
693,620,1,1.36654
693,858,1,1.04525
693,670,2,2.06049
693,131,1,1.09817
693,692,1,1.06431
693,890,1,1.12179
452,126,1,1.16659
694,620,1,1.61899
695,620,1,1.50797
455,126,1,1.19313
697,620,1,1.5043
698,620,2,1.51151
699,620,1,1.49215
458,126,1,1.16834
579,126,1,1.18229
459,126,1,1.16695
580,646,1,2.30472
460,126,1,1.18053
581,673,1,1.05535
581,620,3,1.39064
581,688,1,1.10825
581,779,1,1.17118
581,802,1,1.13292
581,131,1,1.23743
581,670,2,2.83533
461,126,1,1.15007
582,682,1,1.17083
582,620,2,1.42024
582,688,1,1.11474
582,711,1,1.45538
583,620,1,1.56201
584,620,1,1.52572
586,620,2,1.51467
587,131,1,1.13394
588,620,2,1.54776
347,561,1,1.13919
347,244,2,1.10776
347,321,1,1.13337
347,563,1,1.12668
347,366,1,1.10864
347,620,1,1.55206
347,577,1,1.15427
347,579,1,1.05182
347,559,1,1.26311
347,517,1,1.10624
349,319,1,1.18803
